Compound Method,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-01,PRO01  BAC-01,,PRO02  BAC-02,PRO02  BAC-02,,PRO03  BAC-03,PRO03  BAC-03,,REP01  BAC-01,REP01  BAC-01,,REP02  BAC-02,REP02  BAC-02,,REP03  BAC-03,REP03  BAC-03,,REP04  BAC-01,REP04  BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-02,PRO01  BAC-02,,PRO02  BAC-03,PRO02  BAC-03,,PRO03  BAC-01,PRO03  BAC-01,,REP01  BAC-02,REP01  BAC-02,,REP02  BAC-03,REP02  BAC-03,,REP03  BAC-01,REP03  BAC-01,,REP04  BAC-02,REP04  BAC-02,,BLANK  BAC01,BLANK  BAC01,,BLANK  BAC02,BLANK  BAC02,,BLANK  BAC03,BLANK  BAC03,,PRO01  BAC-03,PRO01  BAC-03,,PRO02  BAC-01,PRO02  BAC-01,,PRO03  BAC-02,PRO03  BAC-02,,REP01  BAC-03,REP01  BAC-03,,REP02  BAC-01,REP02  BAC-01,,REP03  BAC-02,REP03  BAC-02,,REP04  BAC-03,REP04  BAC-03,
Terpineol,JTB-E02-199-06.D,25.173,2825,JTB-E02-199-07.D,25.149,2234,JTB-E02-199-08.D,,,JTB-E02-199-11.D,25.165,517294,JTB-E02-199-12.D,25.157,724171,JTB-E02-199-13.D,25.165,677692,JTB-E02-199-14.D,25.173,812562,JTB-E02-199-15.D,25.165,967146,JTB-E02-199-16.D,25.165,859852,JTB-E02-199-17.D,25.165,801364,JTB-E02-200-06.D,25.173,16026,JTB-E02-200-07.D,25.181,22008,JTB-E02-200-08.D,25.173,21732,JTB-E02-200-11.D,25.173,600332,JTB-E02-200-12.D,25.173,650111,JTB-E02-200-13.D,25.173,599564,JTB-E02-200-14.D,25.165,603958,JTB-E02-200-15.D,25.165,743852,JTB-E02-200-16.D,25.165,700255,JTB-E02-200-17.D,25.165,678649,JTB-E02-201-06.D,25.181,12099,JTB-E02-201-07.D,25.189,16961,JTB-E02-201-08.D,25.165,4150,JTB-E02-201-11.D,25.165,513413,JTB-E02-201-12.D,25.165,478981,JTB-E02-201-13.D,25.165,488455,JTB-E02-201-14.D,25.165,520680,JTB-E02-201-15.D,25.165,674453,JTB-E02-201-16.D,25.165,691739,JTB-E02-201-17.D,25.165,632216
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",JTB-E02-199-06.D,25.287,487,JTB-E02-199-07.D,25.262,1457,JTB-E02-199-08.D,,,JTB-E02-199-11.D,25.295,56104,JTB-E02-199-12.D,25.287,69804,JTB-E02-199-13.D,25.295,75102,JTB-E02-199-14.D,25.295,400947,JTB-E02-199-15.D,25.295,459746,JTB-E02-199-16.D,25.295,419275,JTB-E02-199-17.D,25.295,377447,JTB-E02-200-06.D,25.295,290,JTB-E02-200-07.D,,,JTB-E02-200-08.D,25.271,174,JTB-E02-200-11.D,25.303,55504,JTB-E02-200-12.D,25.303,58648,JTB-E02-200-13.D,25.295,60830,JTB-E02-200-14.D,25.287,603165,JTB-E02-200-15.D,25.295,749974,JTB-E02-200-16.D,25.295,567898,JTB-E02-200-17.D,25.287,557826,JTB-E02-201-06.D,25.271,641,JTB-E02-201-07.D,25.303,70,JTB-E02-201-08.D,25.279,61,JTB-E02-201-11.D,25.295,47299,JTB-E02-201-12.D,25.295,51846,JTB-E02-201-13.D,25.287,45362,JTB-E02-201-14.D,25.295,634675,JTB-E02-201-15.D,25.295,780629,JTB-E02-201-16.D,25.295,776249,JTB-E02-201-17.D,25.295,643780
"1, 1, 5-Trimethyl-1, 2-dihydronaphthalene",JTB-E02-199-06.D,26.424,4623,JTB-E02-199-07.D,26.448,978,JTB-E02-199-08.D,,,JTB-E02-199-11.D,26.416,555320,JTB-E02-199-12.D,26.416,648684,JTB-E02-199-13.D,26.416,916474,JTB-E02-199-14.D,26.416,695110,JTB-E02-199-15.D,26.416,1091039,JTB-E02-199-16.D,26.416,868150,JTB-E02-199-17.D,26.416,715079,JTB-E02-200-06.D,26.424,30571,JTB-E02-200-07.D,26.432,75903,JTB-E02-200-08.D,26.440,49119,JTB-E02-200-11.D,26.416,33638,JTB-E02-200-12.D,26.432,72276,JTB-E02-200-13.D,26.424,44939,JTB-E02-200-14.D,26.416,47162,JTB-E02-200-15.D,26.416,76760,JTB-E02-200-16.D,26.416,81113,JTB-E02-200-17.D,26.408,88525,JTB-E02-201-06.D,26.432,10217,JTB-E02-201-07.D,26.440,8580,JTB-E02-201-08.D,26.432,4294,JTB-E02-201-11.D,26.424,34073,JTB-E02-201-12.D,26.424,30031,JTB-E02-201-13.D,26.424,26387,JTB-E02-201-14.D,26.424,28089,JTB-E02-201-15.D,26.424,21080,JTB-E02-201-16.D,26.408,35144,JTB-E02-201-17.D,26.416,24192
"Oxime-, methoxy-phenyl-_",JTB-E02-199-06.D,27.017,7141,JTB-E02-199-07.D,27.017,21007,JTB-E02-199-08.D,,,JTB-E02-199-11.D,27.033,3058,JTB-E02-199-12.D,27.033,1176,JTB-E02-199-13.D,27.025,2310,JTB-E02-199-14.D,27.041,1139,JTB-E02-199-15.D,27.033,124,JTB-E02-199-16.D,27.050,808,JTB-E02-199-17.D,27.050,1877,JTB-E02-200-06.D,27.025,4074,JTB-E02-200-07.D,27.041,1405,JTB-E02-200-08.D,27.041,2004,JTB-E02-200-11.D,,,JTB-E02-200-12.D,27.041,809,JTB-E02-200-13.D,27.074,2615,JTB-E02-200-14.D,27.050,609,JTB-E02-200-15.D,27.033,496,JTB-E02-200-16.D,27.050,718,JTB-E02-200-17.D,27.049,1611,JTB-E02-201-06.D,27.033,4228,JTB-E02-201-07.D,27.033,2417,JTB-E02-201-08.D,27.033,180,JTB-E02-201-11.D,27.058,5122,JTB-E02-201-12.D,27.050,553,JTB-E02-201-13.D,27.066,1431,JTB-E02-201-14.D,27.041,84,JTB-E02-201-15.D,27.025,876,JTB-E02-201-16.D,27.049,1079,JTB-E02-201-17.D,27.041,212
Methyl salicylate,JTB-E02-199-06.D,27.196,6106,JTB-E02-199-07.D,27.212,3699,JTB-E02-199-08.D,27.188,186,JTB-E02-199-11.D,27.204,46368,JTB-E02-199-12.D,27.212,44271,JTB-E02-199-13.D,27.204,56124,JTB-E02-199-14.D,27.204,65294,JTB-E02-199-15.D,27.204,94852,JTB-E02-199-16.D,27.204,85794,JTB-E02-199-17.D,27.196,86549,JTB-E02-200-06.D,27.204,6818,JTB-E02-200-07.D,27.220,10497,JTB-E02-200-08.D,27.204,5096,JTB-E02-200-11.D,27.204,14676,JTB-E02-200-12.D,27.212,28751,JTB-E02-200-13.D,27.204,33058,JTB-E02-200-14.D,27.204,55759,JTB-E02-200-15.D,27.204,80717,JTB-E02-200-16.D,27.196,60371,JTB-E02-200-17.D,27.196,35497,JTB-E02-201-06.D,27.220,4339,JTB-E02-201-07.D,27.212,5843,JTB-E02-201-08.D,27.228,4590,JTB-E02-201-11.D,27.204,23000,JTB-E02-201-12.D,27.204,16288,JTB-E02-201-13.D,27.204,26418,JTB-E02-201-14.D,27.212,49534,JTB-E02-201-15.D,27.204,58703,JTB-E02-201-16.D,27.196,55324,JTB-E02-201-17.D,27.196,49474
(-)-Myrtenol,JTB-E02-199-06.D,27.829,412,JTB-E02-199-07.D,27.805,668,JTB-E02-199-08.D,27.854,145,JTB-E02-199-11.D,27.813,2791,JTB-E02-199-12.D,27.829,1241,JTB-E02-199-13.D,27.813,1879,JTB-E02-199-14.D,27.813,18649,JTB-E02-199-15.D,27.813,25030,JTB-E02-199-16.D,27.805,22494,JTB-E02-199-17.D,27.805,19653,JTB-E02-200-06.D,27.837,451,JTB-E02-200-07.D,27.821,845,JTB-E02-200-08.D,27.813,685,JTB-E02-200-11.D,27.805,1835,JTB-E02-200-12.D,27.813,1021,JTB-E02-200-13.D,27.797,1717,JTB-E02-200-14.D,27.813,34893,JTB-E02-200-15.D,27.805,42691,JTB-E02-200-16.D,27.813,25389,JTB-E02-200-17.D,27.813,29920,JTB-E02-201-06.D,27.813,414,JTB-E02-201-07.D,27.772,126,JTB-E02-201-08.D,27.829,619,JTB-E02-201-11.D,27.813,2631,JTB-E02-201-12.D,27.789,1455,JTB-E02-201-13.D,27.813,1730,JTB-E02-201-14.D,27.805,38400,JTB-E02-201-15.D,27.805,44212,JTB-E02-201-16.D,27.805,47122,JTB-E02-201-17.D,27.805,38106
"Cyclotrisiloxane, hexamethyl-    1",JTB-E02-199-06.D,,,JTB-E02-199-07.D,28.382,2835087,JTB-E02-199-08.D,28.398,250,JTB-E02-199-11.D,28.382,57903,JTB-E02-199-12.D,28.382,157071,JTB-E02-199-13.D,28.398,188400,JTB-E02-199-14.D,28.398,48335,JTB-E02-199-15.D,28.406,38794,JTB-E02-199-16.D,28.398,86033,JTB-E02-199-17.D,28.390,225514,JTB-E02-200-06.D,28.390,762483,JTB-E02-200-07.D,28.390,344816,JTB-E02-200-08.D,28.390,363814,JTB-E02-200-11.D,28.398,55746,JTB-E02-200-12.D,28.406,64012,JTB-E02-200-13.D,28.390,131187,JTB-E02-200-14.D,28.390,59157,JTB-E02-200-15.D,28.398,55846,JTB-E02-200-16.D,28.398,85163,JTB-E02-200-17.D,28.398,64123,JTB-E02-201-06.D,28.382,998172,JTB-E02-201-07.D,28.382,371010,JTB-E02-201-08.D,28.398,28472,JTB-E02-201-11.D,28.398,542197,JTB-E02-201-12.D,28.390,77435,JTB-E02-201-13.D,28.406,77060,JTB-E02-201-14.D,28.406,39981,JTB-E02-201-15.D,28.406,71175,JTB-E02-201-16.D,28.390,80891,JTB-E02-201-17.D,28.398,48666
Thymol,JTB-E02-199-06.D,29.243,367,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,29.235,16363,JTB-E02-199-12.D,29.243,13327,JTB-E02-199-13.D,29.243,20059,JTB-E02-199-14.D,29.235,15671,JTB-E02-199-15.D,29.235,23506,JTB-E02-199-16.D,29.235,29121,JTB-E02-199-17.D,29.235,23855,JTB-E02-200-06.D,29.235,211,JTB-E02-200-07.D,29.243,348,JTB-E02-200-08.D,29.243,110,JTB-E02-200-11.D,29.227,19911,JTB-E02-200-12.D,29.235,25351,JTB-E02-200-13.D,29.235,18841,JTB-E02-200-14.D,29.227,24115,JTB-E02-200-15.D,29.235,25839,JTB-E02-200-16.D,29.235,28604,JTB-E02-200-17.D,29.226,22172,JTB-E02-201-06.D,29.235,583,JTB-E02-201-07.D,29.226,494,JTB-E02-201-08.D,,,JTB-E02-201-11.D,29.251,27579,JTB-E02-201-12.D,29.235,19714,JTB-E02-201-13.D,29.243,13148,JTB-E02-201-14.D,29.243,21426,JTB-E02-201-15.D,29.227,21945,JTB-E02-201-16.D,29.226,27336,JTB-E02-201-17.D,29.226,26027
Benzyl alcohol,JTB-E02-199-06.D,29.917,7967,JTB-E02-199-07.D,29.917,10627,JTB-E02-199-08.D,29.909,854,JTB-E02-199-11.D,29.917,26714,JTB-E02-199-12.D,29.917,39620,JTB-E02-199-13.D,29.917,35005,JTB-E02-199-14.D,29.917,144906,JTB-E02-199-15.D,29.925,255944,JTB-E02-199-16.D,29.917,210146,JTB-E02-199-17.D,29.917,162496,JTB-E02-200-06.D,29.925,6107,JTB-E02-200-07.D,29.925,11181,JTB-E02-200-08.D,29.917,8659,JTB-E02-200-11.D,29.925,45522,JTB-E02-200-12.D,29.925,49368,JTB-E02-200-13.D,29.917,43707,JTB-E02-200-14.D,29.917,392809,JTB-E02-200-15.D,29.917,435011,JTB-E02-200-16.D,29.917,365994,JTB-E02-200-17.D,29.917,334345,JTB-E02-201-06.D,29.917,11709,JTB-E02-201-07.D,29.925,15654,JTB-E02-201-08.D,29.925,6973,JTB-E02-201-11.D,29.917,61532,JTB-E02-201-12.D,29.925,43390,JTB-E02-201-13.D,29.917,49354,JTB-E02-201-14.D,29.917,488834,JTB-E02-201-15.D,29.917,432304,JTB-E02-201-16.D,29.917,486144,JTB-E02-201-17.D,29.917,406361
"Cyclotetrasiloxane, octamethyl-     1",JTB-E02-199-06.D,30.039,512302,JTB-E02-199-07.D,30.047,232589,JTB-E02-199-08.D,30.088,854,JTB-E02-199-11.D,30.055,27447,JTB-E02-199-12.D,30.055,28213,JTB-E02-199-13.D,30.055,1358,JTB-E02-199-14.D,30.055,6961,JTB-E02-199-15.D,30.055,11098,JTB-E02-199-16.D,30.039,15369,JTB-E02-199-17.D,30.039,70759,JTB-E02-200-06.D,30.047,71520,JTB-E02-200-07.D,30.063,58011,JTB-E02-200-08.D,30.039,36809,JTB-E02-200-11.D,30.047,19210,JTB-E02-200-12.D,30.039,5071,JTB-E02-200-13.D,30.071,42412,JTB-E02-200-14.D,30.055,8306,JTB-E02-200-15.D,30.055,10436,JTB-E02-200-16.D,30.047,38444,JTB-E02-200-17.D,30.055,19336,JTB-E02-201-06.D,30.047,84262,JTB-E02-201-07.D,30.047,69171,JTB-E02-201-08.D,30.047,8449,JTB-E02-201-11.D,30.055,91828,JTB-E02-201-12.D,30.055,9140,JTB-E02-201-13.D,30.063,32902,JTB-E02-201-14.D,30.063,9981,JTB-E02-201-15.D,30.047,7634,JTB-E02-201-16.D,30.047,17484,JTB-E02-201-17.D,30.055,4741
Phenylethyl Alcohol,JTB-E02-199-06.D,30.835,4378,JTB-E02-199-07.D,30.827,3698,JTB-E02-199-08.D,30.835,290,JTB-E02-199-11.D,30.827,17885,JTB-E02-199-12.D,30.827,19691,JTB-E02-199-13.D,30.827,24567,JTB-E02-199-14.D,30.835,37165,JTB-E02-199-15.D,30.827,53377,JTB-E02-199-16.D,30.819,47548,JTB-E02-199-17.D,30.827,49128,JTB-E02-200-06.D,30.827,1859,JTB-E02-200-07.D,30.835,2213,JTB-E02-200-08.D,30.835,2075,JTB-E02-200-11.D,30.835,21338,JTB-E02-200-12.D,30.835,31047,JTB-E02-200-13.D,30.835,29561,JTB-E02-200-14.D,30.827,146511,JTB-E02-200-15.D,30.827,200856,JTB-E02-200-16.D,30.827,164449,JTB-E02-200-17.D,30.827,159041,JTB-E02-201-06.D,30.827,6040,JTB-E02-201-07.D,30.835,8388,JTB-E02-201-08.D,30.827,5229,JTB-E02-201-11.D,30.827,36413,JTB-E02-201-12.D,30.827,35385,JTB-E02-201-13.D,30.835,26544,JTB-E02-201-14.D,30.835,278705,JTB-E02-201-15.D,30.827,330916,JTB-E02-201-16.D,30.827,332150,JTB-E02-201-17.D,30.827,275533
Benzyl nitrile,JTB-E02-199-06.D,31.135,2974,JTB-E02-199-07.D,31.135,4326,JTB-E02-199-08.D,31.111,903,JTB-E02-199-11.D,31.127,86279,JTB-E02-199-12.D,31.127,100288,JTB-E02-199-13.D,31.127,103220,JTB-E02-199-14.D,31.127,91692,JTB-E02-199-15.D,31.127,134777,JTB-E02-199-16.D,31.127,141779,JTB-E02-199-17.D,31.127,125848,JTB-E02-200-06.D,31.135,4943,JTB-E02-200-07.D,31.135,9288,JTB-E02-200-08.D,31.136,7550,JTB-E02-200-11.D,31.127,83409,JTB-E02-200-12.D,31.127,104383,JTB-E02-200-13.D,31.127,94051,JTB-E02-200-14.D,31.127,107626,JTB-E02-200-15.D,31.127,119538,JTB-E02-200-16.D,31.127,94813,JTB-E02-200-17.D,31.119,107674,JTB-E02-201-06.D,31.127,4335,JTB-E02-201-07.D,31.135,8218,JTB-E02-201-08.D,31.127,2011,JTB-E02-201-11.D,31.127,94399,JTB-E02-201-12.D,31.127,77031,JTB-E02-201-13.D,31.127,89985,JTB-E02-201-14.D,31.127,99422,JTB-E02-201-15.D,31.127,97310,JTB-E02-201-16.D,31.127,110454,JTB-E02-201-17.D,31.127,127666
"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",JTB-E02-199-06.D,31.233,270255,JTB-E02-199-07.D,31.241,39733,JTB-E02-199-08.D,31.225,8915,JTB-E02-199-11.D,31.241,101384,JTB-E02-199-12.D,31.241,50583,JTB-E02-199-13.D,31.241,66106,JTB-E02-199-14.D,31.241,36490,JTB-E02-199-15.D,31.233,64632,JTB-E02-199-16.D,31.241,71823,JTB-E02-199-17.D,31.233,79148,JTB-E02-200-06.D,31.241,37542,JTB-E02-200-07.D,31.233,59397,JTB-E02-200-08.D,31.249,25476,JTB-E02-200-11.D,31.233,75665,JTB-E02-200-12.D,31.241,62727,JTB-E02-200-13.D,31.241,85154,JTB-E02-200-14.D,31.241,60177,JTB-E02-200-15.D,31.241,54824,JTB-E02-200-16.D,31.233,67769,JTB-E02-200-17.D,31.241,70031,JTB-E02-201-06.D,31.241,41808,JTB-E02-201-07.D,31.233,44332,JTB-E02-201-08.D,31.241,26903,JTB-E02-201-11.D,31.249,72507,JTB-E02-201-12.D,31.241,88590,JTB-E02-201-13.D,31.241,88538,JTB-E02-201-14.D,31.241,55233,JTB-E02-201-15.D,31.233,62756,JTB-E02-201-16.D,31.241,94009,JTB-E02-201-17.D,31.233,51612
"p-Mentha-1(7),8(10)-dien-9-ol",JTB-E02-199-06.D,,,JTB-E02-199-07.D,33.028,115,JTB-E02-199-08.D,33.036,372,JTB-E02-199-11.D,33.028,1082,JTB-E02-199-12.D,33.028,3291,JTB-E02-199-13.D,33.020,2131,JTB-E02-199-14.D,33.020,9165,JTB-E02-199-15.D,33.020,12748,JTB-E02-199-16.D,33.020,11452,JTB-E02-199-17.D,33.004,8497,JTB-E02-200-06.D,32.996,819,JTB-E02-200-07.D,33.044,521,JTB-E02-200-08.D,33.028,1009,JTB-E02-200-11.D,33.028,1679,JTB-E02-200-12.D,33.028,3482,JTB-E02-200-13.D,33.036,2838,JTB-E02-200-14.D,33.028,15197,JTB-E02-200-15.D,33.028,16306,JTB-E02-200-16.D,33.020,16720,JTB-E02-200-17.D,33.028,16686,JTB-E02-201-06.D,,,JTB-E02-201-07.D,33.036,999,JTB-E02-201-08.D,33.004,693,JTB-E02-201-11.D,33.020,2421,JTB-E02-201-12.D,33.036,3426,JTB-E02-201-13.D,33.028,3038,JTB-E02-201-14.D,33.020,14856,JTB-E02-201-15.D,33.028,18459,JTB-E02-201-16.D,33.020,19455,JTB-E02-201-17.D,33.020,15785
Phenol,JTB-E02-199-06.D,33.134,35448,JTB-E02-199-07.D,33.142,46925,JTB-E02-199-08.D,33.150,5943,JTB-E02-199-11.D,33.142,42231,JTB-E02-199-12.D,33.142,49356,JTB-E02-199-13.D,33.142,60057,JTB-E02-199-14.D,33.134,38492,JTB-E02-199-15.D,33.142,51580,JTB-E02-199-16.D,33.134,67845,JTB-E02-199-17.D,33.142,52769,JTB-E02-200-06.D,33.142,20231,JTB-E02-200-07.D,33.142,17830,JTB-E02-200-08.D,33.142,24893,JTB-E02-200-11.D,33.134,48272,JTB-E02-200-12.D,33.142,59135,JTB-E02-200-13.D,33.134,54162,JTB-E02-200-14.D,33.134,52238,JTB-E02-200-15.D,33.142,65365,JTB-E02-200-16.D,33.134,57246,JTB-E02-200-17.D,33.142,47470,JTB-E02-201-06.D,33.134,17819,JTB-E02-201-07.D,33.134,16181,JTB-E02-201-08.D,33.142,11928,JTB-E02-201-11.D,33.142,62049,JTB-E02-201-12.D,33.134,47605,JTB-E02-201-13.D,33.150,50245,JTB-E02-201-14.D,33.142,53394,JTB-E02-201-15.D,33.134,51329,JTB-E02-201-16.D,33.142,55181,JTB-E02-201-17.D,33.134,53058
p-Cresol,JTB-E02-199-06.D,35.002,6320,JTB-E02-199-07.D,34.986,8667,JTB-E02-199-08.D,35.002,149,JTB-E02-199-11.D,34.994,97556,JTB-E02-199-12.D,34.994,127433,JTB-E02-199-13.D,35.002,137012,JTB-E02-199-14.D,35.002,137410,JTB-E02-199-15.D,34.994,177433,JTB-E02-199-16.D,34.994,185060,JTB-E02-199-17.D,34.994,162708,JTB-E02-200-06.D,34.994,7659,JTB-E02-200-07.D,34.994,11051,JTB-E02-200-08.D,35.002,8478,JTB-E02-200-11.D,34.994,150411,JTB-E02-200-12.D,34.994,159821,JTB-E02-200-13.D,34.994,165873,JTB-E02-200-14.D,34.994,171824,JTB-E02-200-15.D,34.994,192231,JTB-E02-200-16.D,34.994,159451,JTB-E02-200-17.D,34.994,173071,JTB-E02-201-06.D,34.994,9769,JTB-E02-201-07.D,34.986,11755,JTB-E02-201-08.D,34.986,2926,JTB-E02-201-11.D,34.994,180513,JTB-E02-201-12.D,34.994,131459,JTB-E02-201-13.D,35.002,149745,JTB-E02-201-14.D,34.994,185380,JTB-E02-201-15.D,34.994,201512,JTB-E02-201-16.D,34.994,191789,JTB-E02-201-17.D,34.994,203238
3-Allyl-6-methoxyphenol,JTB-E02-199-06.D,37.008,385,JTB-E02-199-07.D,,,JTB-E02-199-08.D,37.000,207,JTB-E02-199-11.D,37.000,7204,JTB-E02-199-12.D,36.976,7490,JTB-E02-199-13.D,36.992,7015,JTB-E02-199-14.D,36.992,17632,JTB-E02-199-15.D,36.984,25317,JTB-E02-199-16.D,36.984,22484,JTB-E02-199-17.D,36.992,19656,JTB-E02-200-06.D,36.984,974,JTB-E02-200-07.D,36.976,391,JTB-E02-200-08.D,,,JTB-E02-200-11.D,36.976,5779,JTB-E02-200-12.D,36.992,9572,JTB-E02-200-13.D,36.984,5385,JTB-E02-200-14.D,36.984,46482,JTB-E02-200-15.D,36.992,62028,JTB-E02-200-16.D,36.992,39604,JTB-E02-200-17.D,36.992,37878,JTB-E02-201-06.D,37.009,864,JTB-E02-201-07.D,36.976,1144,JTB-E02-201-08.D,36.992,318,JTB-E02-201-11.D,36.984,9276,JTB-E02-201-12.D,36.984,5480,JTB-E02-201-13.D,36.984,6141,JTB-E02-201-14.D,36.992,73364,JTB-E02-201-15.D,36.992,91660,JTB-E02-201-16.D,36.992,69160,JTB-E02-201-17.D,36.984,55862
n-Hexane,JTB-E02-199-06.D,2.428,168461,JTB-E02-199-07.D,2.428,230095,JTB-E02-199-08.D,2.412,2242,JTB-E02-199-11.D,2.420,15950,JTB-E02-199-12.D,2.396,63114,JTB-E02-199-13.D,2.802,79624,JTB-E02-199-14.D,2.786,113116,JTB-E02-199-15.D,2.794,113602,JTB-E02-199-16.D,2.412,194841,JTB-E02-199-17.D,2.428,197953,JTB-E02-200-06.D,2.420,142749,JTB-E02-200-07.D,2.428,452731,JTB-E02-200-08.D,2.428,173572,JTB-E02-200-11.D,2.428,12613,JTB-E02-200-12.D,2.794,41057,JTB-E02-200-13.D,2.428,40841,JTB-E02-200-14.D,2.428,11252,JTB-E02-200-15.D,2.428,29827,JTB-E02-200-16.D,2.420,48403,JTB-E02-200-17.D,2.428,81269,JTB-E02-201-06.D,2.428,280625,JTB-E02-201-07.D,2.428,353016,JTB-E02-201-08.D,2.428,9035,JTB-E02-201-11.D,2.420,299077,JTB-E02-201-12.D,2.802,14916,JTB-E02-201-13.D,2.428,15224,JTB-E02-201-14.D,2.428,10331,JTB-E02-201-15.D,2.428,8355,JTB-E02-201-16.D,2.420,10816,JTB-E02-201-17.D,2.412,9124
"Cyclotrisiloxane, hexamethyl-    2",JTB-E02-199-06.D,3.357,41707872,JTB-E02-199-07.D,3.351,33256247,JTB-E02-199-08.D,3.314,509432,JTB-E02-199-11.D,3.322,16818658,JTB-E02-199-12.D,2.964,17398174,JTB-E02-199-13.D,3.330,14306074,JTB-E02-199-14.D,3.306,10994679,JTB-E02-199-15.D,3.322,9560727,JTB-E02-199-16.D,3.314,11047096,JTB-E02-199-17.D,3.322,13039883,JTB-E02-200-06.D,3.314,17669115,JTB-E02-200-07.D,3.330,14367785,JTB-E02-200-08.D,3.322,13085594,JTB-E02-200-11.D,3.322,13671179,JTB-E02-200-12.D,3.314,12730427,JTB-E02-200-13.D,3.322,13513071,JTB-E02-200-14.D,3.322,10135222,JTB-E02-200-15.D,3.322,9346699,JTB-E02-200-16.D,3.322,11459213,JTB-E02-200-17.D,3.322,8639134,JTB-E02-201-06.D,3.322,18999606,JTB-E02-201-07.D,3.322,13401186,JTB-E02-201-08.D,3.330,3716791,JTB-E02-201-11.D,3.322,16341657,JTB-E02-201-12.D,3.330,9307810,JTB-E02-201-13.D,3.330,8076002,JTB-E02-201-14.D,3.322,7111544,JTB-E02-201-15.D,3.322,8915660,JTB-E02-201-16.D,3.322,8209896,JTB-E02-201-17.D,3.306,6574561
Acetoin,JTB-E02-199-06.D,12.558,879,JTB-E02-199-07.D,12.761,2342,JTB-E02-199-08.D,13.013,378,JTB-E02-199-11.D,12.582,35441,JTB-E02-199-12.D,12.509,36569,JTB-E02-199-13.D,12.590,37639,JTB-E02-199-14.D,12.582,43465,JTB-E02-199-15.D,12.590,48465,JTB-E02-199-16.D,12.574,55822,JTB-E02-199-17.D,12.590,49182,JTB-E02-200-06.D,12.347,303,JTB-E02-200-07.D,13.037,374,JTB-E02-200-08.D,12.517,377,JTB-E02-200-11.D,12.590,39134,JTB-E02-200-12.D,12.582,40266,JTB-E02-200-13.D,12.590,41034,JTB-E02-200-14.D,12.582,84448,JTB-E02-200-15.D,12.582,109593,JTB-E02-200-16.D,12.590,69810,JTB-E02-200-17.D,12.582,68367,JTB-E02-201-06.D,12.704,233,JTB-E02-201-07.D,12.753,532,JTB-E02-201-08.D,12.371,511,JTB-E02-201-11.D,12.590,40655,JTB-E02-201-12.D,12.598,38446,JTB-E02-201-13.D,12.590,38193,JTB-E02-201-14.D,12.582,104863,JTB-E02-201-15.D,12.582,119522,JTB-E02-201-16.D,12.582,94437,JTB-E02-201-17.D,12.574,82898
"3-Hexen-1-ol, (E)-    1",JTB-E02-199-06.D,14.873,28553,JTB-E02-199-07.D,14.865,9902,JTB-E02-199-08.D,,,JTB-E02-199-11.D,14.849,3685705,JTB-E02-199-12.D,14.816,4261079,JTB-E02-199-13.D,14.857,3961594,JTB-E02-199-14.D,14.857,4623661,JTB-E02-199-15.D,14.849,5787763,JTB-E02-199-16.D,14.849,5505557,JTB-E02-199-17.D,14.849,5033003,JTB-E02-200-06.D,14.873,90484,JTB-E02-200-07.D,15.149,15112,JTB-E02-200-08.D,14.889,88292,JTB-E02-200-11.D,14.857,3604851,JTB-E02-200-12.D,14.857,4103229,JTB-E02-200-13.D,14.857,3775680,JTB-E02-200-14.D,14.849,4271877,JTB-E02-200-15.D,14.848,5174246,JTB-E02-200-16.D,14.849,4545981,JTB-E02-200-17.D,14.848,4694071,JTB-E02-201-06.D,14.857,92767,JTB-E02-201-07.D,14.873,92641,JTB-E02-201-08.D,15.068,5075,JTB-E02-201-11.D,14.857,3230531,JTB-E02-201-12.D,14.865,3409104,JTB-E02-201-13.D,14.857,3351888,JTB-E02-201-14.D,14.849,3996102,JTB-E02-201-15.D,14.849,4479314,JTB-E02-201-16.D,14.848,4991571,JTB-E02-201-17.D,14.849,4349559
